"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","check","rt","stimulus","response","question_order","url","task","delay","number","audioFile","trial_duration","font_size","block","round","value"
"true","false","[]","[]","[]","preload","0","543","0.0-0.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","4806","0.0-1.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","","","","","","","","","","","","","",""
"","","","","","html-button-response","2","9831","0.0-2.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","5023","<p style=""font-size:24px; color:red;"">Cosas importantes a tener en cuenta antes de comenzar el experimento:</p>","0","","","","","","","","","","",""
"","","","","","html-button-response","3","13755","0.0-3.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","3922","<p style=""font-size:24px;"">El experimento dura aproximadamente 15 minutos.</p><p style=""font-size:24px;"">Por favor, no cierres la ventana del navegador durante el experimento.</p><p style=""font-size:24px;"">Si se completa de forma parcial, no se guardará ningún resultado.</p>","0","","","","","","","","","","",""
"","","","","","html-button-response","4","16609","0.0-4.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","2852","<p style=""font-size:24px;"">El experimento contiene estímulos sonoros.</p>","0","","","","","","","","","","",""
"","","","","","audio-button-response","5","21366","0.0-5.0-0.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","3413","tones/440hz_short.mp3","1","","","","","","","","","","",""
"","","","","","audio-button-response","6","22262","0.0-6.0-0.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","885","tones/880hz_short.mp3","1","","","","","","","","","","",""
"","","","","","survey-html-form","7","24691","0.0-7.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","2422","","{""response"":""25""}","","","","","","","","","","",""
"","","","","","survey-multi-choice","8","35663","0.0-8.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","10969","","{""gender"":""Hombre"",""hand"":""Derecha""}","[0,1]","","","","","","","","","",""
"","","","","","external-html","9","81599","0.0-9.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","45574","","","","instructions/instructions.html","","","","","","","","",""
"","","","","","external-html","10","91342","0.0-10.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","9416","","","","instructions/animation.html","","","","","","","","",""
"","","","","","html-keyboard-response","11","94003","0.0-11.0-0.0","33","1","2023-10-31 21:02:43","a725c3012b74bf33a1020a98cb69c237","181.47.233.218","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","WebKit","Chrome","118.0.0.0","Windows","10.0","null","en-US,en;q=0.9","true","null","<div style=""font-size:100px;"">X</div>","null","","","fixation","","","","","","","",""
