"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","check","rt","stimulus","response","question_order","url","task","delay","number","audioFile","trial_duration","font_size","block","round","value"
"true","false","[]","[]","[]","preload","0","510","0.0-0.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","4516","0.0-1.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","","","","","","","","","","","","","",""
"","","","","","html-button-response","2","6069","0.0-2.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","1551","<p style=""font-size:24px; color:red;"">Cosas importantes a tener en cuenta antes de comenzar el experimento:</p>","0","","","","","","","","","","",""
"","","","","","html-button-response","3","7730","0.0-3.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","1660","<p style=""font-size:24px;"">El experimento dura aproximadamente 15 minutos.</p><p style=""font-size:24px;"">Por favor, no cierres la ventana del navegador durante el experimento.</p><p style=""font-size:24px;"">Si se completa de forma parcial, no se guardará ningún resultado.</p>","0","","","","","","","","","","",""
"","","","","","html-button-response","4","9228","0.0-4.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","1497","<p style=""font-size:24px;"">El experimento contiene estímulos sonoros.</p>","0","","","","","","","","","","",""
"","","","","","audio-button-response","5","12001","0.0-5.0-0.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","2708","tones/440hz_short.mp3","1","","","","","","","","","","",""
"","","","","","audio-button-response","6","16991","0.0-6.0-0.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","4986","tones/880hz_short.mp3","1","","","","","","","","","","",""
"","","","","","survey-html-form","7","21248","0.0-7.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","4239","","{""response"":""46""}","","","","","","","","","","",""
"","","","","","survey-multi-choice","8","27021","0.0-8.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","5772","","{""gender"":""Mujer"",""hand"":""Derecha""}","[0,1]","","","","","","","","","",""
"","","","","","external-html","9","107901","0.0-9.0","27","1","2023-10-23 04:04:52","a725c3012b74bf33a1020a98cb69c237","189.130.99.142","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15","Macintosh","Safari","16.3","OS X","10_15_7","null","en-US,en;q=0.9","true","80592","","","","instructions/instructions.html","","","","","","","","",""
