block,round,task,trial_duration,delay,audioFile,number,stimulus,type,response_1,rt_1,response_2,rt_2,is_word
0.0,0.0,tone_number_task,211.0,61.0,tones/440hz_short.mp3,41,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,764.0,j,878.0,False
0.0,1.0,tone_number_task,1049.0,899.0,tones/880hz_short.mp3,59,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,784.0,k,913.0,False
0.0,2.0,tone_number_task,1110.0,960.0,tones/880hz_short.mp3,66,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,656.0,k,695.0,False
0.0,3.0,tone_number_task,468.0,318.0,tones/440hz_short.mp3,37,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,506.0,j,546.0,False
0.0,4.0,tone_number_task,271.0,121.0,tones/880hz_short.mp3,21,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,a,928.0,j,1653.0,False
0.0,5.0,tone_number_task,498.0,348.0,tones/440hz_short.mp3,26,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,842.0,j,1020.0,False
0.0,6.0,tone_number_task,872.0,722.0,tones/880hz_short.mp3,69,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,644.0,k,576.0,False
0.0,7.0,tone_number_task,679.0,529.0,tones/440hz_short.mp3,25,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,546.0,j,1067.0,False
0.0,8.0,tone_number_task,791.0,641.0,tones/440hz_short.mp3,28,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,697.0,j,887.0,False
0.0,9.0,tone_number_task,978.0,828.0,tones/880hz_short.mp3,68,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,627.0,k,558.0,False
0.0,10.0,tone_number_task,600.0,450.0,tones/440hz_short.mp3,61,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,592.0,k,887.0,False
0.0,11.0,tone_number_task,996.0,846.0,tones/440hz_short.mp3,61,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,551.0,k,725.0,False
0.0,12.0,tone_number_task,255.0,105.0,tones/440hz_short.mp3,35,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,888.0,j,941.0,False
0.0,13.0,tone_number_task,877.0,727.0,tones/880hz_short.mp3,36,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,720.0,j,839.0,False
0.0,14.0,tone_number_task,861.0,711.0,tones/880hz_short.mp3,49,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,551.0,k,878.0,False
0.0,15.0,tone_number_task,573.0,423.0,tones/880hz_short.mp3,51,tones/880hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,s,488.0,k,599.0,False
0.0,16.0,tone_number_task,947.0,797.0,tones/880hz_short.mp3,33,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,517.0,j,523.0,False
0.0,17.0,tone_number_task,532.0,382.0,tones/880hz_short.mp3,63,tones/880hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,s,464.0,k,683.0,False
0.0,18.0,tone_number_task,777.0,627.0,tones/880hz_short.mp3,66,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,505.0,k,443.0,False
0.0,19.0,tone_number_task,1096.0,946.0,tones/880hz_short.mp3,63,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,430.0,k,478.0,False
0.0,20.0,tone_number_task,434.0,284.0,tones/440hz_short.mp3,42,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,506.0,j,842.0,False
0.0,21.0,tone_number_task,721.0,571.0,tones/440hz_short.mp3,67,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,714.0,k,560.0,False
0.0,22.0,tone_number_task,342.0,192.0,tones/440hz_short.mp3,26,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,805.0,j,857.0,False
0.0,23.0,tone_number_task,656.0,506.0,tones/880hz_short.mp3,49,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,441.0,k,653.0,False
0.0,24.0,tone_number_task,1073.0,923.0,tones/440hz_short.mp3,57,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,586.0,k,578.0,False
0.0,25.0,tone_number_task,583.0,433.0,tones/440hz_short.mp3,69,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,453.0,k,515.0,False
0.0,26.0,tone_number_task,616.0,466.0,tones/880hz_short.mp3,23,tones/880hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,s,470.0,j,505.0,False
0.0,27.0,tone_number_task,946.0,796.0,tones/880hz_short.mp3,41,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,685.0,j,811.0,False
0.0,28.0,tone_number_task,1090.0,940.0,tones/440hz_short.mp3,36,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,528.0,j,741.0,False
0.0,29.0,tone_number_task,675.0,525.0,tones/440hz_short.mp3,36,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,575.0,j,636.0,False
0.0,30.0,tone_number_task,629.0,479.0,tones/880hz_short.mp3,58,tones/880hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,s,493.0,k,565.0,False
0.0,31.0,tone_number_task,617.0,467.0,tones/440hz_short.mp3,27,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,441.0,j,660.0,False
0.0,32.0,tone_number_task,227.0,77.0,tones/440hz_short.mp3,66,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,1010.0,k,952.0,False
0.0,33.0,tone_number_task,312.0,162.0,tones/880hz_short.mp3,32,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,1142.0,j,1071.0,False
0.0,36.0,tone_number_task,937.0,787.0,tones/440hz_short.mp3,25,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,957.0,j,638.0,False
0.0,37.0,tone_number_task,751.0,601.0,tones/440hz_short.mp3,32,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,668.0,j,492.0,False
0.0,38.0,tone_number_task,485.0,335.0,tones/440hz_short.mp3,44,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,447.0,j,828.0,False
0.0,39.0,tone_number_task,934.0,784.0,tones/440hz_short.mp3,21,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,499.0,j,492.0,False
1.0,0.0,tone_number_task,1150.0,1000.0,tones/880hz_short.mp3,37,tones/880hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,s,633.0,j,505.0,False
1.0,2.0,tone_number_task,378.0,228.0,tones/880hz_short.mp3,21,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,957.0,j,741.0,False
1.0,3.0,tone_number_task,1167.0,1017.0,tones/440hz_short.mp3,31,tones/440hz_short.mp3,tone_number_task+tone_number_task_remaining_after_delay+empty_block,a,1027.0,j,650.0,False
1.0,4.0,tone_number_task,803.0,653.0,tones/440hz_short.mp3,69,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,459.0,k,443.0,False
1.0,5.0,tone_number_task,1064.0,914.0,tones/440hz_short.mp3,43,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,511.0,j,617.0,False
1.0,6.0,tone_number_task,918.0,768.0,tones/440hz_short.mp3,26,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,470.0,j,508.0,False
1.0,7.0,tone_number_task,558.0,408.0,tones/880hz_short.mp3,48,tones/880hz_short.mp3,tone_number_task+empty_block+empty_block,s,686.0,k,497.0,False
1.0,8.0,tone_number_task,430.0,280.0,tones/440hz_short.mp3,28,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,481.0,j,572.0,False
1.0,9.0,tone_number_task,732.0,582.0,tones/440hz_short.mp3,67,tones/440hz_short.mp3,tone_number_task+delay_block+tone_number_task_remaining_before_delay+empty_block,a,557.0,k,477.0,False
1.0,10.0,tone_number_task,311.0,161.0,tones/440hz_short.mp3,33,tones/440hz_short.mp3,tone_number_task+empty_block+empty_block,a,787.0,j,636.0,False
